index,northing,easting,time,stakes,zones,aspect,slope,depths,watershed
443,464582.2,5262867.0,2023-03-17,S643,Upland,203.7467,2.9316,43.0,S6
444,464582.2,5262867.0,2023-03-24,S643,Upland,203.7467,2.9316,51.0,S6
445,464582.2,5262867.0,2023-03-31,S643,Upland,203.7467,2.9316,46.0,S6
446,464582.2,5262867.0,2023-04-14,S643,Upland,203.7467,2.9316,9.0,S6
447,464582.2,5262867.0,2023-04-28,S643,Upland,203.7467,2.9316,0.0,S6
448,464582.2,5262867.0,2023-05-05,S643,Upland,203.7467,2.9316,0.0,S6
449,464582.2,5262867.0,2023-12-01,S643,Upland,203.7467,2.9316,0.0,S6
450,464582.2,5262867.0,2024-01-22,S643,Upland,203.7467,2.9316,10.0,S6
451,464582.2,5262867.0,2024-01-31,S643,Upland,203.7467,2.9316,6.0,S6
452,464582.2,5262867.0,2024-02-01,S643,Upland,203.7467,2.9316,0.5,S6
453,464582.2,5262867.0,2024-02-09,S643,Upland,203.7467,2.9316,0.5,S6
454,464582.2,5262867.0,2024-02-15,S643,Upland,203.7467,2.9316,1.0,S6
455,464582.2,5262867.0,2024-02-21,S643,Upland,203.7467,2.9316,0.0,S6
456,464582.2,5262867.0,2024-03-01,S643,Upland,203.7467,2.9316,0.0,S6
457,464582.2,5262867.0,2024-03-06,S643,Upland,203.7467,2.9316,0.0,S6
458,464582.2,5262867.0,2024-03-13,S643,Upland,203.7467,2.9316,0.0,S6
459,464582.2,5262867.0,2024-03-21,S643,Upland,203.7467,2.9316,0.0,S6
460,464582.2,5262867.0,2024-03-29,S643,Upland,203.7467,2.9316,19.0,S6
461,464582.2,5262867.0,2024-04-03,S643,Upland,203.7467,2.9316,11.0,S6
462,464582.2,5262867.0,2024-04-11,S643,Upland,203.7467,2.9316,0.0,S6
463,464582.2,5262867.0,2024-04-19,S643,Upland,203.7467,2.9316,0.0,S6
464,464582.2,5262867.0,2024-12-04,S643,Upland,203.7467,2.9316,9.0,S6
465,464582.2,5262867.0,2024-12-20,S643,Upland,203.7467,2.9316,14.0,S6
466,464582.2,5262867.0,2025-01-06,S643,Upland,203.7467,2.9316,10.0,S6
467,464582.2,5262867.0,2025-01-10,S643,Upland,203.7467,2.9316,11.0,S6
468,464582.2,5262867.0,2025-01-17,S643,Upland,203.7467,2.9316,17.0,S6
469,464582.2,5262867.0,2025-01-24,S643,Upland,203.7467,2.9316,19.0,S6
470,464582.2,5262867.0,2025-01-30,S643,Upland,203.7467,2.9316,16.0,S6
471,464582.2,5262867.0,2025-02-07,S643,Upland,203.7467,2.9316,30.0,S6
472,464582.2,5262867.0,2024-02-14,S643,Upland,203.7467,2.9316,26.0,S6
473,464582.2,5262867.0,2025-02-21,S643,Upland,203.7467,2.9316,28.0,S6
474,464582.2,5262867.0,2025-03-07,S643,Upland,203.7467,2.9316,7.0,S6
475,464582.2,5262867.0,2025-03-13,S643,Upland,203.7467,2.9316,3.0,S6
476,464582.2,5262867.0,2025-03-20,S643,Upland,203.7467,2.9316,0.0,S6
477,464582.2,5262867.0,2025-03-27,S643,Upland,203.7467,2.9316,0.0,S6
478,464582.2,5262867.0,2025-04-04,S643,Upland,203.7467,2.9316,7.0,S6
479,464582.2,5262867.0,2025-04-10,S643,Upland,203.7467,2.9316,3.0,S6
480,464582.2,5263076.0,2022-11-25,S642,Upland,188.4725,1.701028,0.0,S6
481,464582.2,5263076.0,2022-12-02,S642,Upland,188.4725,1.701028,5.0,S6
482,464582.2,5263076.0,2022-12-30,S642,Upland,188.4725,1.701028,35.0,S6
483,464582.2,5263076.0,2023-01-05,S642,Upland,188.4725,1.701028,30.0,S6
485,464582.2,5263076.0,2023-01-20,S642,Upland,188.4725,1.701028,28.0,S6
486,464582.2,5263076.0,2023-02-01,S642,Upland,188.4725,1.701028,34.0,S6
487,464582.2,5263076.0,2023-02-10,S642,Upland,188.4725,1.701028,36.0,S6
488,464582.2,5263076.0,2023-02-17,S642,Upland,188.4725,1.701028,34.0,S6
489,464582.2,5263076.0,2023-02-24,S642,Upland,188.4725,1.701028,42.0,S6
490,464582.2,5263076.0,2023-03-09,S642,Upland,188.4725,1.701028,30.0,S6
491,464582.2,5263076.0,2023-03-17,S642,Upland,188.4725,1.701028,53.0,S6
492,464582.2,5263076.0,2023-03-24,S642,Upland,188.4725,1.701028,57.0,S6
493,464582.2,5263076.0,2023-03-31,S642,Upland,188.4725,1.701028,52.0,S6
494,464582.2,5263076.0,2023-04-14,S642,Upland,188.4725,1.701028,19.0,S6
495,464582.2,5263076.0,2023-04-28,S642,Upland,188.4725,1.701028,7.0,S6
496,464582.2,5263076.0,2023-05-05,S642,Upland,188.4725,1.701028,0.0,S6
497,464582.2,5263076.0,2023-12-01,S642,Upland,188.4725,1.701028,0.0,S6
498,464582.2,5263076.0,2024-01-22,S642,Upland,188.4725,1.701028,9.0,S6
499,464582.2,5263076.0,2024-01-31,S642,Upland,188.4725,1.701028,6.0,S6
500,464582.2,5263076.0,2024-02-01,S642,Upland,188.4725,1.701028,0.5,S6
501,464582.2,5263076.0,2024-02-09,S642,Upland,188.4725,1.701028,0.5,S6
502,464582.2,5263076.0,2024-02-15,S642,Upland,188.4725,1.701028,1.0,S6
503,464582.2,5263076.0,2024-02-21,S642,Upland,188.4725,1.701028,0.0,S6
504,464582.2,5263076.0,2024-03-01,S642,Upland,188.4725,1.701028,0.0,S6
505,464582.2,5263076.0,2024-03-06,S642,Upland,188.4725,1.701028,0.0,S6
506,464582.2,5263076.0,2024-03-13,S642,Upland,188.4725,1.701028,0.0,S6
507,464582.2,5263076.0,2024-03-21,S642,Upland,188.4725,1.701028,0.0,S6
508,464582.2,5263076.0,2024-03-29,S642,Upland,188.4725,1.701028,16.0,S6
