Stake_ID,X,Zone,X..Sky.Area,X..Mask.Area,X..Cnpy.Open,X..Site.Open,LAI.4Ring,LAI.5Ring,Watershed,OLS.Prediction.Ring.4,WLS.Prediction.Ring.4,OLS.Prediction.Ring.5,WLS.Prediction.Ring.5,Summer.LAI.4Ring,Summer.LAI.5Ring,DIST_FT,DIST_M,DBH_IN,DBH_CM,DIST_FT_SD,DIST_M_SD,DBH_IN_SD,DBH_CM_SD,n,basalArea_m2,BIOMASS,Co,Dom,Int,Sup,prop_Deciduous,prop_Coniferous,WATERSHED,avg_depths,max_depths
S245,24,Upland,99.89,0.11,48,48,0.4275,0.5675,S2,0.16716918345221543,0.23670924637241186,0.0984431525863341,0.14917116364559826,2.56,2.3925,16.152941176470588,4.9234164705882355,9.279759209,23.570588235294117,5.7538158693882036,1.7537630769895247,5.786125371281157,14.696758346055532,17,10.13184799375,5785.323773077143,7,0,0,10,1,0,S2,34.390625,59
S246,25,Upland,99.89,0.11,46.65,46.65,0.425,0.6325000000000001,S2,0.16479485595934348,0.23432063543725162,0.165160640943875,0.2175897897030978,2.835,2.615,19.1,5.821680000000001,12.267716616400001,31.16,5.573947334599501,1.6989391475859281,5.9934600547931955,15.223388438700352,10,9.263670907500002,5906.065510586616,2,3,2,3,1,0,S2,35,65
S254,26,Upland,99.91,0.09,45.957499999999996,45.957499999999996,0.4475,0.62,S2,0.18616380339519104,0.2558181338536938,0.15233035472127093,0.20443236161511708,2.9625,2.6625,16.155555555555555,4.924213333333333,7.239720082777778,18.38888888888889,8.181245490619249,2.493643625540747,4.0589598901694774,10.30975805298607,9,3.0580067837500002,2113.7484207231896,9,0,0,0,1,0,S2,32.359375,60
S255,27,Upland,99.91,0.09,42.765,42.765,0.5475,0.7025,S2,0.28113690311006895,0.3513625712601034,0.2370102437904574,0.29127138699578947,2.85,2.6825,17.259999999999998,5.260848,11.1889764518,28.42,5.846404403087803,1.7819840620611624,5.576943044916994,14.16543524059729,10,7.761782587500001,4946.547397370023,7,2,0,1,1,0,S2,30.46875,57
S603,28,Upland,99.9,0.1,10.11,10.11,2.8225,2.3600000000000003,S6,2.441774921623541,2.5249985222559217,1.9383061969077493,2.035946351462026,2.79,2.1174999999999997,15.814285714285713,4.820194285714286,7.879640097,20.014285714285716,6.977280003144901,2.1266749449585656,2.3754969261552077,6.033762152611397,21,7.17842959875,3263.341315922079,16,2,2,1,0.19047619047619047,0.8095238095238095,S6,17.75,33
S611,29,Lagg,99.9,0.1,8.5575,8.5575,2.7375,2.55,S6,2.3610477868658952,2.4437857504604734,2.13332654749133,2.235939258399332,1.97,1.9249999999999998,15.956521739130435,4.863547826086957,6.841835033173913,17.378260869565217,7.4022616990261545,2.256209365863172,2.2052342753732517,5.601295022479512,23,5.99738267375,2661.78866629015,16,0,7,0,0.2608695652173913,0.7391304347826086,S6,21.25,33
S612,30,Bog,99.9,0.1,17.6875,17.6875,1.8225,2.0975,S6,1.4920439244747623,1.5695541481918258,1.668870186233065,1.759640361614432,2.16,2.1174999999999997,16.59629411764706,5.058550447058824,6.037517409,15.33529411764706,6.3701294508501345,1.9416154566191213,2.305879562615449,5.856934050387475,17,3.57091948875,1411.4434652822106,7,5,5,0,0,1,S6,39.75,66
S613,31,Lagg,99.89750000000001,0.10250000000000001,15.17,15.17,2.33,2.1799999999999997,S6,1.9740324055277678,2.0544421680293548,1.753550075302251,1.846479386995104,2.1375,2.035,17.77193103448276,5.416884579310345,6.819169200586207,17.320689655172412,6.798030691368506,2.072039754729121,2.0082979931076466,5.101076868826315,29,7.40512023875,3288.2044189593353,17,2,5,5,0.3793103448275862,0.6206896551724138,S6,30.90625,56
S614,32,Upland,99.8925,0.1075,13.5075,13.5075,2.4675000000000002,2.085,S6,2.1046204176357253,2.185815769463168,1.6560399000104609,1.7464829335264511,2.24,1.93,16.730434782608697,5.099436521739131,8.952413616086957,22.73913043478261,6.297866506178443,1.9195897110831894,1.8440523793973589,4.683893012755598,23,9.7191884075,4484.511155064134,22,0,1,0,0.08695652173913043,0.9130434782608695,S6,18.125,33
S621,33,Upland,99.89,0.11,8.8275,8.8275,2.835,3.08,S6,2.4536465590879013,2.536941576931723,2.67733068332974,2.793814209329712,2.2875,2.2375,16.431142857142856,5.008212342857143,8.138357759,20.67142857142857,6.4939869264619094,1.9793672151855901,2.027997376526976,5.151113302381171,28,9.95937179,4566.018244446471,18,5,5,0,0.32142857142857145,0.6785714285714286,S6,21.71875,47
S622,34,Lagg,99.89,0.11,14.6825,14.6825,2.18,2.0975,S6,1.831572755955451,1.9111255119197403,1.668870186233065,1.759640361614432,2.1475,1.97,16.504857142857144,5.030680457142857,6.5511811456,16.64,5.670389949983506,1.7283348567549728,2.1564134050278247,5.477290012620561,35,8.412277285,3679.065730269521,17,3,7,8,0.34285714285714286,0.6571428571428571,S6,17.375,34
S623,35,Bog,99.89,0.11,26.055,26.055,1.1975,1.325,S6,0.8984620512567754,0.9724014144017658,0.875958497676137,0.9465113057772265,0.9249999999999999,0.8875,18.66,5.687568000000001,5.27401578284,13.396,5.641734366900543,1.7196006350312856,1.2400783292010369,3.149798935381961,25,3.7104492112500003,1372.6102696967869,9,2,11,3,0.04,0.96,S6,36.75,72
S624,36,Lagg,99.89,0.11,21.759999999999998,21.759999999999998,1.595,1.5075,S6,1.275980122623415,1.352190553092244,1.0632806765261558,1.1386097558617445,2.4875,2.21,19.503225806451614,5.9445832258064515,5.759461556935484,14.629032258064516,5.734485380628776,1.7478711440156511,1.99048603186124,5.055834487559042,31,5.81264676625,2427.3042618708205,21,0,7,3,0.7741935483870968,0.22580645161290322,S6,28.59375,52
S625,37,Upland,99.89,0.11,28.6525,28.6525,1.2475,1.15,S6,0.9459486011142144,1.0201736331049707,0.6963344905596809,0.7623073125454972,1.21,1.1575,18.527533333333334,5.64719216,7.370078788800001,18.72,5.131622910467808,1.5641186631105877,1.927537746857639,4.895945844705159,15,4.39194266,2067.4057934773823,10,0,0,5,0.7333333333333333,0.26666666666666666,S6,25.90625,47
S631,38,Upland,99.89,0.11,10.455,10.455,2.46,2.4825,S6,2.097497435157109,2.178649936657687,2.064043001889268,2.1648891467242364,1.698,1.8820000000000001,16.675,5.082540000000001,8.687007931350001,22.065,8.638462034169594,2.6330032280148923,1.5436345293579088,3.9208316786915987,20,7.87681646375,3729.67561462094,20,0,0,0,0.25,0.75,S6,19.25,40
S632,39,Upland,99.89,0.11,14.215,14.215,2.0475,2.0025,S6,1.7057333988332375,1.7845291323562473,1.5713600109412742,1.6596439081457788,1.4125,1.4825,17.935950000000002,5.46687756,8.862204782900001,22.51,6.058726420583263,1.8466998129937788,2.116828081430795,5.3767432913477125,20,8.39038103,3464.144247700267,17,0,3,0,0,1,S6,19.8125,40
S633,40,Lagg,99.89,0.11,16.035,16.035,2.04,2.015,S6,1.6986104163546218,1.7773632995507667,1.5841902971638786,1.6728013362337595,2.51,2.2025,16.84275,5.1336702,7.14145111575,18.139285714285712,6.545711559798069,1.9951328834264517,2.0614772012417384,5.236152056595412,28,7.81700230375,3321.5542372455543,18,2,4,4,0.2857142857142857,0.7142857142857143,S6,20.625,38
S634,41,Bog,99.8925,0.1075,23.4725,23.4725,1.4625,1.46,S6,1.1501407655012017,1.2255941735287512,1.0145255888802602,1.0886115291274179,2.025,1.7349999999999999,17.054545454545455,5.1982254545454545,6.10594134309091,15.50909090909091,5.892259946126552,1.7959608315793731,1.4181378486830851,3.602070111881374,11,2.1798868500000004,838.8977630162244,5,2,4,0,0,1,S6,39.4375,71
S635,42,Lagg,99.89,0.11,34.4675,34.4675,0.8975,0.955,S6,0.6135427521121416,0.6857681021825369,0.49618202548705836,0.5570514343729989,1.7,1.605,17.122766666666667,5.21901928,5.6194226092666675,14.273333333333333,6.492391826848818,1.97888102882352,1.7275851950622727,4.388066366496935,30,5.23863974,2246.346430789965,17,0,12,1,0.8333333333333334,0.16666666666666666,S6,30.75,49
S636,43,Upland,99.91,0.09,36.97,36.97,0.8825000000000001,0.88,S6,0.59929678715491,0.6714364365715756,0.41920030815143433,0.4781068658451149,1.4849999999999999,1.3225,15.763217391304348,4.804628660869565,7.0095858045652175,17.804347826086957,7.788297077004947,2.373872949071108,2.8589853940090113,7.261822852854857,23,6.637227686250001,3323.7640163119986,18,1,4,0,1,0,S6,21.5625,34
S642,44,Upland,99.9,0.1,20.565,20.565,1.475,1.6875,S6,1.1620124029655616,1.2375372282045525,1.2480367981316534,1.3280767203286659,1.495,1.635,20.781375,6.3341631000000005,7.627952806250001,19.375,5.981870296989062,1.8232740665222662,2.74924205611296,6.983074776438624,16,5.2916211375,2475.3944141850434,9,3,1,3,0.375,0.625,S6,NA,NA
S643,45,Upland,99.9,0.1,13.33,13.33,2.35,2.165,S6,1.9930270254707434,2.0735510555106367,1.7381537318351266,1.8306904732895275,1.9525,1.8625,19.684315789473686,5.9997794526315795,8.265644480578947,20.99473684210526,5.4011028508859145,1.646256148950027,2.0398477503771595,5.181213251761977,19,6.956859603750001,NA,15,1,3,0,0.2631578947368421,0.7368421052631579,S6,24.625,51
S644,46,Upland,99.9,0.1,19.66,19.66,1.5675000000000001,1.725,S6,1.2498625202018239,1.3259158328054814,1.2865276567994655,1.367549004592608,1.9825,2.1125,16.814666666666668,5.1251104000000005,8.766404257333335,22.266666666666666,6.49011866084774,1.978188167826391,2.4298115872777566,6.171721390952141,24,10.0334640675,4820.038575140748,18,0,6,0,0.7083333333333334,0.2916666666666667,S6,24.375,48
S645,47,Bog,99.91,0.09,32.84,32.84,0.9450000000000001,1.0925,S6,0.6586549744767087,0.7311517099505817,0.6373151739357025,0.7017831433407863,2.9325,2.69,16.08325,4.9021746,6.889763825,17.5,8.421447021063033,2.5668570520200125,2.3749189304815106,6.032294043609896,8,2.1242194700000003,1005.8062319311271,3,3,2,0,0.75,0.25,S6,27.5625,47
S646,48,Upland,99.9,0.1,18.53,18.53,1.8475,1.6625,S6,1.5157871994034817,1.593440257543428,1.2223762256864454,1.3017618641527047,1.7525,1.545,15.886454545454546,4.8421913454545455,6.896922021181819,17.51818181818182,5.1329633422349,1.5645272267131975,1.4074258858661157,3.5748617265058464,11,2.7516005812500004,1158.6897492905593,10,0,1,0,0,1,S6,22.65625,42
S654,49,Upland,99.9,0.1,36.255,36.255,0.765,0.9225,S6,0.48770339498992843,0.5591717226190442,0.4628232813082879,0.5228421213442491,1.8475000000000001,1.92,19.547807692307693,5.958171784615385,6.962447047769231,17.684615384615384,5.90592133384271,1.8001248225552584,2.433891076445233,6.182083293369141,26,7.136576965000001,3641.320878713461,15,0,11,0,1,0,S6,31.53125,57
S655,50,Upland,99.9,0.1,18.82,18.82,1.7425,1.8425,S6,1.41606544470286,1.4931185982666981,1.407132347291943,1.4912288286196262,1.36,1.55,15.075277777777778,4.594944666666667,6.303587093222222,16.011111111111113,5.93237933424351,1.8081892210774222,2.5378890717755076,6.446238199764617,18,4.178839007500001,1776.2702340974938,10,2,5,1,0.5555555555555556,0.4444444444444444,S6,29.875,60
