User Field 1                  ;User Field 2                  ;User Field 3                  ;% Sky Area    ;% Mask Area   ;% Cnpy Open   ;% Site Open   ;LAI 4Ring     ;LAI 5Ring     ;Units         ;RB            ;RD            ;Extra         ;Abv Dir       ;Abv Dif       ;Abv Tot       ;Abv Dir Msk   ;Abv Dif Msk   ;Abv Tot Msk   ;Trans Dir     ;Trans Dif     ;Trans Tot     ;% Trans Dir   ;% Trans Dif   ;% Trans Tot   ;Date          ;Time          ;
S631 (4)                      ;West                          ;Upland                        ;99.88         ;0.12          ;18.21         ;18.21         ;1.63          ;1.94          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Sep 30 2022   ;08:47:10 PM   ;
S632 (1)                      ;North                         ;Upland                        ;99.88         ;0.12          ;23            ;23            ;1.37          ;1.45          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Sep 30 2022   ;08:50:54 PM   ;
S632 (2)                      ;East                          ;Upland                        ;99.88         ;0.12          ;22.84         ;22.84         ;1.42          ;1.46          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Sep 30 2022   ;08:57:15 PM   ;
S632 (3)                      ;South                         ;Upland                        ;99.88         ;0.12          ;21.94         ;21.94         ;1.45          ;1.52          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Sep 30 2022   ;09:01:18 PM   ;
S632 (4)                      ;Wesr                          ;Upland                        ;99.88         ;0.12          ;22.56         ;22.56         ;1.41          ;1.5           ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Sep 30 2022   ;09:05:16 PM   ;
S633 (1)                      ;North                         ;Lagg                          ;99.88         ;0.12          ;11.25         ;11.25         ;2.53          ;2.19          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;09:42:27 AM   ;
S633 (2)                      ;East                          ;Lagg                          ;99.88         ;0.12          ;11.25         ;11.25         ;2.54          ;2.2           ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;10:45:21 AM   ;
S633 (3)                      ;South                         ;Lagg                          ;99.88         ;0.12          ;11.55         ;11.55         ;2.47          ;2.19          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;10:49:59 AM   ;
S633 (4)                      ;West                          ;Lagg                          ;99.88         ;0.12          ;11.03         ;11.03         ;2.5           ;2.23          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;11:03:56 AM   ;
S634 (1)                      ;North                         ;Bog                           ;99.88         ;0.12          ;19.76         ;19.76         ;1.84          ;1.59          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;11:08:43 AM   ;
S634 (2)                      ;East                          ;Bog                           ;99.88         ;0.12          ;19.58         ;19.58         ;1.91          ;1.63          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;11:36:42 AM   ;
S634 (3)                      ;South                         ;Bog                           ;99.88         ;0.12          ;14.66         ;14.66         ;2.2           ;1.88          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;11:40:57 AM   ;
S634 (4)                      ;West                          ;Bog                           ;99.88         ;0.12          ;16.01         ;16.01         ;2.15          ;1.84          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;11:45:31 AM   ;
S635 (1)                      ;North                         ;Lagg                          ;99.88         ;0.12          ;20.83         ;20.83         ;1.63          ;1.53          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;11:49:48 AM   ;
S635 (2)                      ;East                          ;Lagg                          ;99.89         ;0.11          ;18.88         ;18.88         ;1.74          ;1.63          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;11:54:24 AM   ;
S635 (3)                      ;South                         ;Lagg                          ;99.89         ;0.11          ;18.35         ;18.35         ;1.77          ;1.67          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;11:59:49 AM   ;
S635 (4)                      ;West                          ;Lagg                          ;99.89         ;0.11          ;19.8          ;19.8          ;1.66          ;1.59          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;12:14:13 PM   ;
S636 (1)                      ;North                         ;Upland                        ;99.9          ;0.1           ;26.08         ;26.08         ;1.47          ;1.33          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;12:17:42 PM   ;
S636 (2)                      ;East                          ;Upland                        ;99.9          ;0.1           ;28.07         ;28.07         ;1.41          ;1.26          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;12:22:48 PM   ;
S636 (3)                      ;South                         ;Upland                        ;99.9          ;0.1           ;26.62         ;26.62         ;1.51          ;1.33          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;12:26:58 PM   ;
S636 (4)                      ;West                          ;Upland                        ;99.9          ;0.1           ;25.4          ;25.4          ;1.55          ;1.37          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;12:40:20 PM   ;
S642 (1)                      ;North                         ;Upland                        ;99.9          ;0.1           ;20.1          ;20.1          ;1.51          ;1.68          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;12:43:22 PM   ;
S642 (2)                      ;East                          ;Upland                        ;99.9          ;0.1           ;20.87         ;20.87         ;1.47          ;1.63          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;12:56:21 PM   ;
S642 (3)                      ;South                         ;Upland                        ;99.9          ;0.1           ;20.05         ;20.05         ;1.55          ;1.65          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;12:59:29 PM   ;
S642 (4)                      ;West                          ;Upland                        ;99.9          ;0.1           ;21.33         ;21.33         ;1.45          ;1.58          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;01:02:06 PM   ;
S643 (1)                      ;North                         ;Upland                        ;99.9          ;0.1           ;18.61         ;18.61         ;1.96          ;1.84          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;01:06:51 PM   ;
S643 (2)                      ;East                          ;Upland                        ;99.9          ;0.1           ;18.23         ;18.23         ;1.95          ;1.89          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;01:13:12 PM   ;
S643 (3)                      ;South                         ;Upland                        ;99.9          ;0.1           ;18.2          ;18.2          ;1.98          ;1.88          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;01:16:09 PM   ;
S643 (4)                      ;West                          ;Upland                        ;99.9          ;0.1           ;18.66         ;18.66         ;1.92          ;1.84          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;01:22:47 PM   ;
S644 (1)                      ;North                         ;Upland                        ;99.9          ;0.1           ;15.1          ;15.1          ;2.02          ;2.17          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;01:36:34 PM   ;
S644 (2)                      ;East                          ;Upland                        ;99.9          ;0.1           ;16.13         ;16.13         ;1.91          ;2.06          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;01:40:36 PM   ;
S644 (3)                      ;South                         ;Upland                        ;99.9          ;0.1           ;15.93         ;15.93         ;1.96          ;2.07          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;01:44:42 PM   ;
S644 (4)                      ;West                          ;Upland                        ;99.9          ;0.1           ;14.85         ;14.85         ;2.04          ;2.15          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;01:47:36 PM   ;
S645 (1)                      ;North                         ;Bog                           ;99.89         ;0.11          ;6.48          ;6.48          ;3.1           ;2.87          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:13:21 PM   ;
S645 (2)                      ;East                          ;Bog                           ;99.89         ;0.11          ;7.96          ;7.96          ;2.85          ;2.6           ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:17:25 PM   ;
S645 (3)                      ;South                         ;Bog                           ;99.89         ;0.11          ;7.36          ;7.36          ;2.96          ;2.69          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:21:40 PM   ;
S645 (4)                      ;West                          ;Bog                           ;99.89         ;0.11          ;8             ;8             ;2.82          ;2.6           ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:24:09 PM   ;
S646 (1)                      ;North                         ;Upland                        ;99.9          ;0.1           ;23.22         ;23.22         ;1.63          ;1.43          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:27:32 PM   ;
S646 (2)                      ;East                          ;Upland                        ;99.9          ;0.1           ;20.76         ;20.76         ;1.77          ;1.55          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:30:39 PM   ;
S646 (3)                      ;South                         ;Upland                        ;99.9          ;0.1           ;18.82         ;18.82         ;1.87          ;1.68          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:33:22 PM   ;
S646 (4)                      ;West                          ;Upland                        ;99.9          ;0.1           ;20.78         ;20.78         ;1.74          ;1.52          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:36:03 PM   ;
S654 (1)                      ;North                         ;Upland                        ;99.9          ;0.1           ;15.92         ;15.92         ;1.85          ;1.93          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:39:08 PM   ;
S654 (2)                      ;East                          ;Upland                        ;99.9          ;0.1           ;15.89         ;15.89         ;1.87          ;1.93          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:42:56 PM   ;
S654 (3)                      ;South                         ;Upland                        ;99.9          ;0.1           ;16.22         ;16.22         ;1.84          ;1.9           ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:45:29 PM   ;
S654 (4)                      ;West                          ;Upland                        ;99.9          ;0.1           ;16.06         ;16.06         ;1.83          ;1.92          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:48:20 PM   ;
S655 (1)                      ;North                         ;Upland                        ;99.9          ;0.1           ;23.45         ;23.45         ;1.38          ;1.55          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:51:45 PM   ;
S655 (2)                      ;East                          ;Upland                        ;99.9          ;0.1           ;23.57         ;23.57         ;1.36          ;1.54          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;03:54:41 PM   ;
S655 (3)                      ;South                         ;Upland                        ;99.9          ;0.1           ;23.34         ;23.34         ;1.37          ;1.58          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;04:09:00 PM   ;
S655 (4)                      ;West                          ;Upland                        ;99.9          ;0.1           ;24.05         ;24.05         ;1.33          ;1.53          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Oct 07 2022   ;04:12:58 PM   ;
S631 (3)                      ;South                         ;Upland                        ;99.89         ;0.11          ;17.71         ;17.71         ;1.69          ;1.93          ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;              ;Nov 04 2022   ;12:16:46 PM   ;
