#,Date-Time (CST/CDT),Ch:1 - S34-15cmTemp   (°C),Host Connected,End of File
56,10/24/2022 16:42:09,8.58,,
57,10/24/2022 17:42:09,8.66,,
58,10/24/2022 18:42:09,8.66,,
59,10/24/2022 19:42:09,8.66,,
60,10/24/2022 20:42:09,8.66,,
61,10/24/2022 21:42:09,8.71,,
62,10/24/2022 22:42:09,8.71,,
63,10/24/2022 23:42:09,8.66,,
64,10/25/2022 00:42:09,8.66,,
65,10/25/2022 01:42:09,8.71,,
66,10/25/2022 02:42:09,8.66,,
67,10/25/2022 03:42:09,8.66,,
68,10/25/2022 04:42:09,8.62,,
69,10/25/2022 05:42:09,8.66,,
70,10/25/2022 06:42:09,8.62,,
71,10/25/2022 07:42:09,8.62,,
72,10/25/2022 08:42:09,8.58,,
73,10/25/2022 09:42:09,8.49,,
74,10/25/2022 10:42:09,8.49,,
75,10/25/2022 11:42:09,8.49,,
76,10/25/2022 12:42:09,8.45,,
77,10/25/2022 13:42:09,8.45,,
78,10/25/2022 14:42:09,8.41,,
79,10/25/2022 15:42:09,8.41,,
80,10/25/2022 16:42:09,8.36,,
81,10/25/2022 17:42:09,8.36,,
82,10/25/2022 18:42:09,8.32,,
83,10/25/2022 19:42:09,8.32,,
84,10/25/2022 20:42:09,8.32,,
85,10/25/2022 21:42:09,8.32,,
86,10/25/2022 22:42:09,8.28,,
87,10/25/2022 23:42:09,8.28,,
88,10/26/2022 00:42:09,8.28,,
89,10/26/2022 01:42:09,8.28,,
90,10/26/2022 02:42:09,8.15,,
91,10/26/2022 03:42:09,8.19,,
92,10/26/2022 04:42:09,8.15,,
93,10/26/2022 05:42:09,8.15,,
94,10/26/2022 06:42:09,8.11,,
95,10/26/2022 07:42:09,8.06,,
96,10/26/2022 08:42:09,8.02,,
97,10/26/2022 09:42:09,7.98,,
98,10/26/2022 10:42:09,7.98,,
99,10/26/2022 11:42:09,7.98,,
100,10/26/2022 12:42:09,7.98,,
101,10/26/2022 13:42:09,7.89,,
102,10/26/2022 14:42:09,7.89,,
103,10/26/2022 15:42:09,7.89,,
104,10/26/2022 16:42:09,7.85,,
105,10/26/2022 17:42:09,7.89,,
106,10/26/2022 18:42:09,7.85,,
107,10/26/2022 19:42:09,7.85,,
108,10/26/2022 20:42:09,7.81,,
109,10/26/2022 21:42:09,7.81,,
110,10/26/2022 22:42:09,7.76,,
111,10/26/2022 23:42:09,7.68,,
112,10/27/2022 00:42:09,7.68,,
113,10/27/2022 01:42:09,7.63,,
114,10/27/2022 02:42:09,7.59,,
115,10/27/2022 03:42:09,7.55,,
116,10/27/2022 04:42:09,7.55,,
117,10/27/2022 05:42:09,7.50,,
118,10/27/2022 06:42:09,7.46,,
119,10/27/2022 07:42:09,7.42,,
120,10/27/2022 08:42:09,7.38,,
121,10/27/2022 09:42:09,7.38,,
122,10/27/2022 10:42:09,7.33,,
123,10/27/2022 11:42:09,7.29,,
124,10/27/2022 12:42:09,7.29,,
125,10/27/2022 13:42:09,7.25,,
126,10/27/2022 14:42:09,7.29,,
127,10/27/2022 15:42:09,7.25,,
128,10/27/2022 16:42:09,7.20,,
129,10/27/2022 17:42:09,7.20,,
130,10/27/2022 18:42:09,7.20,,
131,10/27/2022 19:42:09,7.20,,
132,10/27/2022 20:42:09,7.25,,
133,10/27/2022 21:42:09,7.25,,
134,10/27/2022 22:42:09,7.25,,
135,10/27/2022 23:42:09,7.25,,
136,10/28/2022 00:42:09,7.25,,
137,10/28/2022 01:42:09,7.29,,
138,10/28/2022 02:42:09,7.29,,
139,10/28/2022 03:42:09,7.29,,
140,10/28/2022 04:42:09,7.33,,
141,10/28/2022 05:42:09,7.38,,
142,10/28/2022 06:42:09,7.38,,
143,10/28/2022 07:42:09,7.38,,
144,10/28/2022 08:42:09,7.46,,
145,10/28/2022 09:42:09,7.42,,
146,10/28/2022 10:42:09,7.42,,
147,10/28/2022 11:42:09,7.42,,
148,10/28/2022 12:42:09,7.38,,
149,10/28/2022 13:42:09,7.38,,
150,10/28/2022 14:42:09,7.42,,
151,10/28/2022 15:42:09,7.42,,
152,10/28/2022 16:42:09,7.42,,
153,10/28/2022 17:42:09,7.50,,
154,10/28/2022 18:42:09,7.42,,
155,10/28/2022 19:42:09,7.50,,
156,10/28/2022 20:42:09,7.55,,
157,10/28/2022 21:42:09,7.55,,
158,10/28/2022 22:42:09,7.59,,
159,10/28/2022 23:42:09,7.59,,
160,10/29/2022 00:42:09,7.63,,
161,10/29/2022 01:42:09,7.59,,
162,10/29/2022 02:42:09,7.59,,
163,10/29/2022 03:42:09,7.63,,
164,10/29/2022 04:42:09,7.68,,
165,10/29/2022 05:42:09,7.63,,
166,10/29/2022 06:42:09,7.68,,
167,10/29/2022 07:42:09,7.63,,
168,10/29/2022 08:42:09,7.63,,
169,10/29/2022 09:42:09,7.59,,
170,10/29/2022 10:42:09,7.59,,
171,10/29/2022 11:42:09,7.63,,
172,10/29/2022 12:42:09,7.68,,
173,10/29/2022 13:42:09,7.63,,
174,10/29/2022 14:42:09,7.59,,
175,10/29/2022 15:42:09,7.59,,
176,10/29/2022 16:42:09,7.68,,
177,10/29/2022 17:42:09,7.68,,
178,10/29/2022 18:42:09,7.72,,
179,10/29/2022 19:42:09,7.72,,
180,10/29/2022 20:42:09,7.72,,
181,10/29/2022 21:42:09,7.72,,
182,10/29/2022 22:42:09,7.76,,
183,10/29/2022 23:42:09,7.76,,
184,10/30/2022 00:42:09,7.76,,
185,10/30/2022 01:42:09,7.81,,
186,10/30/2022 02:42:09,7.81,,
187,10/30/2022 03:42:09,7.81,,
188,10/30/2022 04:42:09,7.81,,
189,10/30/2022 05:42:09,7.76,,
190,10/30/2022 06:42:09,7.76,,
191,10/30/2022 07:42:09,7.72,,
192,10/30/2022 08:42:09,7.72,,
193,10/30/2022 09:42:09,7.72,,
194,10/30/2022 10:42:09,7.68,,
195,10/30/2022 11:42:09,7.63,,
196,10/30/2022 12:42:09,7.63,,
197,10/30/2022 13:42:09,7.59,,
198,10/30/2022 14:42:09,7.59,,
199,10/30/2022 15:42:09,7.59,,
200,10/30/2022 16:42:09,7.59,,
201,10/30/2022 17:42:09,7.63,,
202,10/30/2022 18:42:09,7.63,,
203,10/30/2022 19:42:09,7.59,,
204,10/30/2022 20:42:09,7.59,,
205,10/30/2022 21:42:09,7.55,,
206,10/30/2022 22:42:09,7.59,,
207,10/30/2022 23:42:09,7.55,,
208,10/31/2022 00:42:09,7.55,,
209,10/31/2022 01:42:09,7.55,,
210,10/31/2022 02:42:09,7.50,,
211,10/31/2022 03:42:09,7.46,,
212,10/31/2022 04:42:09,7.42,,
213,10/31/2022 05:42:09,7.42,,
214,10/31/2022 06:42:09,7.42,,
215,10/31/2022 07:42:09,7.33,,
216,10/31/2022 08:42:09,7.33,,
217,10/31/2022 09:42:09,7.29,,
218,10/31/2022 10:42:09,7.25,,
219,10/31/2022 11:42:09,7.25,,
220,10/31/2022 12:42:09,7.20,,
221,10/31/2022 13:42:09,7.16,,
222,10/31/2022 14:42:09,7.16,,
223,10/31/2022 15:42:09,7.12,,
224,10/31/2022 16:42:09,7.16,,
225,10/31/2022 17:42:09,7.16,,
226,10/31/2022 18:42:09,7.20,,
227,10/31/2022 19:42:09,7.20,,
228,10/31/2022 20:42:09,7.20,,
229,10/31/2022 21:42:09,7.25,,
230,10/31/2022 22:42:09,7.25,,
231,10/31/2022 23:42:09,7.25,,
232,11/01/2022 00:42:09,7.25,,
233,11/01/2022 01:42:09,7.20,,
234,11/01/2022 02:42:09,7.25,,
235,11/01/2022 03:42:09,7.20,,
236,11/01/2022 04:42:09,7.20,,
237,11/01/2022 05:42:09,7.25,,
238,11/01/2022 06:42:09,7.20,,
239,11/01/2022 07:42:09,7.16,,
240,11/01/2022 08:42:09,7.16,,
241,11/01/2022 09:42:09,7.12,,
242,11/01/2022 10:42:09,7.12,,
243,11/01/2022 11:42:09,7.12,,
244,11/01/2022 12:42:09,7.08,,
245,11/01/2022 13:42:09,7.08,,
246,11/01/2022 14:42:09,7.12,,
247,11/01/2022 15:42:09,7.03,,
248,11/01/2022 16:42:09,7.08,,
249,11/01/2022 17:42:09,7.08,,
250,11/01/2022 18:42:09,7.12,,
251,11/01/2022 19:42:09,7.12,,
252,11/01/2022 20:42:09,7.16,,
253,11/01/2022 21:42:09,7.16,,
254,11/01/2022 22:42:09,7.20,,
255,11/01/2022 23:42:09,7.20,,
256,11/02/2022 00:42:09,7.25,,
257,11/02/2022 01:42:09,7.25,,
258,11/02/2022 02:42:09,7.29,,
259,11/02/2022 03:42:09,7.25,,
260,11/02/2022 04:42:09,7.25,,
261,11/02/2022 05:42:09,7.20,,
262,11/02/2022 06:42:09,7.25,,
263,11/02/2022 07:42:09,7.25,,
264,11/02/2022 08:42:09,7.20,,
265,11/02/2022 09:42:09,7.20,,
266,11/02/2022 10:42:09,7.25,,
267,11/02/2022 11:42:09,7.16,,
268,11/02/2022 12:42:09,7.25,,
269,11/02/2022 13:42:09,7.20,,
270,11/02/2022 14:42:09,7.20,,
271,11/02/2022 15:42:09,7.20,,
272,11/02/2022 16:42:09,7.33,,
273,11/02/2022 17:42:09,7.29,,
274,11/02/2022 18:42:09,7.38,,
275,11/02/2022 19:42:09,7.38,,
276,11/02/2022 20:42:09,7.42,,
277,11/02/2022 21:42:09,7.42,,
278,11/02/2022 22:42:09,7.55,,
279,11/02/2022 23:42:09,7.55,,
280,11/03/2022 00:42:09,7.59,,
281,11/03/2022 01:42:09,7.63,,
282,11/03/2022 02:42:09,7.63,,
283,11/03/2022 03:42:09,7.72,,
284,11/03/2022 04:42:09,7.72,,
285,11/03/2022 05:42:09,7.72,,
286,11/03/2022 06:42:09,7.72,,
287,11/03/2022 07:42:09,7.72,,
288,11/03/2022 08:42:09,7.76,,
289,11/03/2022 09:42:09,7.72,,
290,11/03/2022 10:42:09,7.76,,
291,11/03/2022 11:42:09,7.76,,
292,11/03/2022 12:42:09,7.76,,
293,11/03/2022 13:42:09,7.72,,
294,11/03/2022 14:42:09,7.72,,
295,11/03/2022 15:42:09,7.76,,
296,11/03/2022 16:42:09,7.85,,
297,11/03/2022 17:42:09,7.85,,
298,11/03/2022 18:42:09,7.81,,
299,11/03/2022 19:42:09,7.89,,
300,11/03/2022 20:42:09,7.89,,
301,11/03/2022 21:42:09,7.93,,
302,11/03/2022 22:42:09,7.93,,
303,11/03/2022 23:42:09,7.93,,
304,11/04/2022 00:42:09,7.89,,
305,11/04/2022 01:42:09,7.85,,
306,11/04/2022 02:42:09,7.85,,
307,11/04/2022 03:42:09,7.85,,
308,11/04/2022 04:42:09,7.85,,
309,11/04/2022 05:42:09,7.85,,
310,11/04/2022 06:42:09,7.85,,
311,11/04/2022 07:42:09,7.76,,
312,11/04/2022 08:42:09,7.72,,
313,11/04/2022 09:42:09,7.72,,
314,11/04/2022 10:42:09,7.68,,
315,11/04/2022 11:42:09,7.63,,
316,11/04/2022 12:42:09,7.59,,
317,11/04/2022 13:42:09,7.55,,
318,11/04/2022 14:42:09,7.55,,
319,11/04/2022 15:42:09,7.50,,
320,11/04/2022 16:42:09,7.50,,
321,11/04/2022 17:42:09,7.50,,
322,11/04/2022 18:42:09,7.46,,
323,11/04/2022 19:42:09,7.42,,
324,11/04/2022 20:42:09,7.33,,
325,11/04/2022 21:42:09,7.33,,
326,11/04/2022 22:42:09,7.29,,
327,11/04/2022 23:42:09,7.25,,
328,11/05/2022 00:42:09,7.20,,
329,11/05/2022 01:42:09,7.16,,
330,11/05/2022 02:42:09,7.08,,
331,11/05/2022 03:42:09,7.03,,
332,11/05/2022 04:42:09,6.95,,
333,11/05/2022 05:42:09,6.95,,
334,11/05/2022 06:42:09,6.86,,
335,11/05/2022 07:42:09,6.86,,
336,11/05/2022 08:42:09,6.82,,
337,11/05/2022 09:42:09,6.73,,
338,11/05/2022 10:42:09,6.73,,
339,11/05/2022 11:42:09,6.73,,
340,11/05/2022 12:42:09,6.69,,
341,11/05/2022 13:42:09,6.69,,
342,11/05/2022 14:42:09,6.65,,
343,11/05/2022 15:42:09,6.60,,
344,11/05/2022 16:42:09,6.60,,
345,11/05/2022 17:42:09,6.56,,
346,11/05/2022 18:42:09,6.52,,
347,11/05/2022 19:42:09,6.52,,
348,11/05/2022 20:42:09,6.48,,
349,11/05/2022 21:42:09,6.52,,
350,11/05/2022 22:42:09,6.43,,
351,11/05/2022 23:42:09,6.39,,
352,11/06/2022 00:42:09,6.43,,
353,11/06/2022 01:42:09,6.35,,
354,11/06/2022 02:42:09,6.43,,
355,11/06/2022 03:42:09,6.35,,
356,11/06/2022 04:42:09,6.35,,
357,11/06/2022 05:42:09,6.30,,
358,11/06/2022 06:42:09,6.30,,
359,11/06/2022 07:42:09,6.30,,
360,11/06/2022 08:42:09,6.30,,
361,11/06/2022 09:42:09,6.26,,
362,11/06/2022 10:42:09,6.30,,
363,11/06/2022 11:42:09,6.26,,
364,11/06/2022 12:42:09,6.26,,
365,11/06/2022 13:42:09,6.26,,
366,11/06/2022 14:42:09,6.26,,
367,11/06/2022 15:42:09,6.26,,
368,11/06/2022 16:42:09,6.22,,
369,11/06/2022 17:42:09,6.22,,
370,11/06/2022 18:42:09,6.26,,
371,11/06/2022 19:42:09,6.22,,
372,11/06/2022 20:42:09,6.22,,
373,11/06/2022 21:42:09,6.22,,
374,11/06/2022 22:42:09,6.22,,
375,11/06/2022 23:42:09,6.22,,
376,11/07/2022 00:42:09,6.22,,
377,11/07/2022 01:42:09,6.17,,
378,11/07/2022 02:42:09,6.17,,
379,11/07/2022 03:42:09,6.17,,
380,11/07/2022 04:42:09,6.13,,
381,11/07/2022 05:42:09,6.17,,
382,11/07/2022 06:42:09,6.13,,
383,11/07/2022 07:42:09,6.13,,
384,11/07/2022 08:42:09,6.13,,
385,11/07/2022 09:42:09,6.09,,
386,11/07/2022 10:42:09,6.09,,
387,11/07/2022 11:42:09,6.09,,
388,11/07/2022 12:42:09,6.09,,
389,11/07/2022 13:42:09,6.05,,
390,11/07/2022 14:42:09,6.05,,
391,11/07/2022 15:42:09,6.09,,
392,11/07/2022 16:42:09,6.09,,
393,11/07/2022 17:42:09,6.05,,
394,11/07/2022 18:42:09,6.09,,
395,11/07/2022 19:42:09,6.00,,
396,11/07/2022 20:42:09,6.05,,
397,11/07/2022 21:42:09,6.09,,
398,11/07/2022 22:42:09,6.05,,
399,11/07/2022 23:42:09,6.05,,
400,11/08/2022 00:42:09,6.05,,
401,11/08/2022 01:42:09,6.00,,
402,11/08/2022 02:42:09,6.05,,
403,11/08/2022 03:42:09,6.00,,
404,11/08/2022 04:42:09,6.00,,
405,11/08/2022 05:42:09,6.00,,
406,11/08/2022 06:42:09,6.00,,
407,11/08/2022 07:42:09,6.00,,
408,11/08/2022 08:42:09,5.96,,
409,11/08/2022 09:42:09,5.96,,
410,11/08/2022 10:42:09,6.00,,
411,11/08/2022 11:42:09,5.96,,
412,11/08/2022 12:42:09,5.96,,
413,11/08/2022 13:42:09,5.96,,
414,11/08/2022 14:42:09,5.96,,
415,11/08/2022 15:42:09,6.00,,
416,11/08/2022 16:42:09,6.00,,
417,11/08/2022 17:42:09,5.96,,
418,11/08/2022 18:42:09,6.00,,
419,11/08/2022 19:42:09,6.05,,
420,11/08/2022 20:42:09,6.05,,
421,11/08/2022 21:42:09,6.05,,
422,11/08/2022 22:42:09,6.05,,
423,11/08/2022 23:42:09,6.09,,
424,11/09/2022 00:42:09,6.09,,
425,11/09/2022 01:42:09,6.13,,
426,11/09/2022 02:42:09,6.09,,
427,11/09/2022 03:42:09,6.13,,
428,11/09/2022 04:42:09,6.13,,
429,11/09/2022 05:42:09,6.13,,
430,11/09/2022 06:42:09,6.17,,
431,11/09/2022 07:42:09,6.17,,
432,11/09/2022 08:42:09,6.22,,
433,11/09/2022 09:42:09,6.22,,
434,11/09/2022 10:42:09,6.26,,
435,11/09/2022 11:42:09,6.26,,
436,11/09/2022 12:42:09,6.26,,
437,11/09/2022 13:42:09,6.30,,
438,11/09/2022 14:42:09,6.30,,
439,11/09/2022 15:42:09,6.30,,
440,11/09/2022 16:42:09,6.35,,
441,11/09/2022 17:42:09,6.35,,
442,11/09/2022 18:42:09,6.35,,
443,11/09/2022 19:42:09,6.39,,
444,11/09/2022 20:42:09,6.43,,
445,11/09/2022 21:42:09,6.39,,
446,11/09/2022 22:42:09,6.43,,
447,11/09/2022 23:42:09,6.48,,
448,11/10/2022 00:42:09,6.48,,
449,11/10/2022 01:42:09,6.43,,
450,11/10/2022 02:42:09,6.43,,
451,11/10/2022 03:42:09,6.43,,
452,11/10/2022 04:42:09,6.43,,
453,11/10/2022 05:42:09,6.43,,
454,11/10/2022 06:42:09,6.43,,
455,11/10/2022 07:42:09,6.39,,
456,11/10/2022 08:42:09,6.43,,
457,11/10/2022 09:42:09,6.39,,
458,11/10/2022 10:42:09,6.35,,
459,11/10/2022 11:42:09,6.35,,
460,11/10/2022 12:42:09,6.35,,
461,11/10/2022 13:42:09,6.30,,
462,11/10/2022 14:42:09,6.30,,
463,11/10/2022 15:42:09,6.26,,
464,11/10/2022 16:42:09,6.26,,
465,11/10/2022 17:42:09,6.30,,
466,11/10/2022 18:42:09,6.30,,
467,11/10/2022 19:42:09,6.26,,
468,11/10/2022 20:42:09,6.22,,
469,11/10/2022 21:42:09,6.22,,
470,11/10/2022 22:42:09,6.22,,
471,11/10/2022 23:42:09,6.17,,
472,11/11/2022 00:42:09,6.17,,
473,11/11/2022 01:42:09,6.22,,
474,11/11/2022 02:42:09,6.17,,
475,11/11/2022 03:42:09,6.17,,
476,11/11/2022 04:42:09,6.13,,
477,11/11/2022 05:42:09,6.13,,
478,11/11/2022 06:42:09,6.09,,
479,11/11/2022 07:42:09,6.05,,
480,11/11/2022 08:42:09,6.09,,
481,11/11/2022 09:42:09,6.05,,
482,11/11/2022 10:42:09,6.05,,
483,11/11/2022 11:42:09,6.05,,
484,11/11/2022 12:42:09,6.00,,
485,11/11/2022 13:42:09,6.00,,
486,11/11/2022 14:42:09,6.00,,
487,11/11/2022 15:42:09,6.00,,
488,11/11/2022 16:42:09,5.96,,
489,11/11/2022 17:42:09,5.96,,
490,11/11/2022 18:42:09,5.92,,
491,11/11/2022 19:42:09,5.92,,
492,11/11/2022 20:42:09,5.92,,
493,11/11/2022 21:42:09,5.92,,
494,11/11/2022 22:42:09,5.83,,
495,11/11/2022 23:42:09,5.87,,
496,11/12/2022 00:42:09,5.87,,
497,11/12/2022 01:42:09,5.83,,
498,11/12/2022 02:42:09,5.83,,
499,11/12/2022 03:42:09,5.83,,
500,11/12/2022 04:42:09,5.83,,
501,11/12/2022 05:42:09,5.79,,
502,11/12/2022 06:42:09,5.75,,
503,11/12/2022 07:42:09,5.70,,
504,11/12/2022 08:42:09,5.70,,
505,11/12/2022 09:42:09,5.70,,
506,11/12/2022 10:42:09,5.70,,
507,11/12/2022 11:42:09,5.66,,
508,11/12/2022 12:42:09,5.62,,
509,11/12/2022 13:42:09,5.66,,
510,11/12/2022 14:42:09,5.62,,
511,11/12/2022 15:42:09,5.57,,
512,11/12/2022 16:42:09,5.57,,
513,11/12/2022 17:42:09,5.57,,
514,11/12/2022 18:42:09,5.57,,
515,11/12/2022 19:42:09,5.57,,
516,11/12/2022 20:42:09,5.53,,
517,11/12/2022 21:42:09,5.49,,
518,11/12/2022 22:42:09,5.49,,
519,11/12/2022 23:42:09,5.45,,
520,11/13/2022 00:42:09,5.40,,
521,11/13/2022 01:42:09,5.40,,
522,11/13/2022 02:42:09,5.36,,
523,11/13/2022 03:42:09,5.36,,
524,11/13/2022 04:42:09,5.27,,
525,11/13/2022 05:42:09,5.32,,
526,11/13/2022 06:42:09,5.32,,
527,11/13/2022 07:42:09,5.27,,
528,11/13/2022 08:42:09,5.23,,
529,11/13/2022 09:42:09,5.23,,
530,11/13/2022 10:42:09,5.19,,
531,11/13/2022 11:42:09,5.23,,
532,11/13/2022 12:42:09,5.15,,
533,11/13/2022 13:42:09,5.15,,
534,11/13/2022 14:42:09,5.15,,
535,11/13/2022 15:42:09,5.15,,
536,11/13/2022 16:42:09,5.15,,
537,11/13/2022 17:42:09,5.10,,
538,11/13/2022 18:42:09,5.02,,
539,11/13/2022 19:42:09,5.06,,
540,11/13/2022 20:42:09,5.02,,
541,11/13/2022 21:42:09,5.02,,
542,11/13/2022 22:42:09,5.06,,
543,11/13/2022 23:42:09,4.97,,
544,11/14/2022 00:42:09,4.97,,
545,11/14/2022 01:42:09,4.97,,
546,11/14/2022 02:42:09,4.93,,
547,11/14/2022 03:42:09,4.89,,
548,11/14/2022 04:42:09,4.93,,
549,11/14/2022 05:42:09,4.84,,
550,11/14/2022 06:42:09,4.84,,
551,11/14/2022 07:42:09,4.89,,
552,11/14/2022 08:42:09,4.84,,
553,11/14/2022 09:42:09,4.84,,
554,11/14/2022 10:42:09,4.84,,
555,11/14/2022 11:42:09,4.89,,
556,11/14/2022 12:42:09,4.84,,
557,11/14/2022 13:42:09,4.84,,
558,11/14/2022 14:42:09,4.80,,
559,11/14/2022 15:42:09,4.80,,
560,11/14/2022 16:42:09,4.80,,
561,11/14/2022 17:42:09,4.80,,
562,11/14/2022 18:42:09,4.76,,
563,11/14/2022 19:42:09,4.76,,
564,11/14/2022 20:42:09,4.76,,
565,11/14/2022 21:42:09,4.80,,
566,11/14/2022 22:42:09,4.80,,
567,11/14/2022 23:42:09,4.76,,
568,11/15/2022 00:42:09,4.80,,
569,11/15/2022 01:42:09,4.76,,
570,11/15/2022 02:42:09,4.72,,
571,11/15/2022 03:42:09,4.76,,
572,11/15/2022 04:42:09,4.72,,
573,11/15/2022 05:42:09,4.72,,
574,11/15/2022 06:42:09,4.76,,
575,11/15/2022 07:42:09,4.72,,
576,11/15/2022 08:42:09,4.72,,
577,11/15/2022 09:42:09,4.67,,
578,11/15/2022 10:42:09,4.67,,
579,11/15/2022 11:42:09,4.76,,
580,11/15/2022 12:42:09,4.72,,
581,11/15/2022 13:42:09,4.72,,
582,11/15/2022 14:42:09,4.67,,
583,11/15/2022 15:42:09,4.67,,
584,11/15/2022 16:42:09,4.67,,
585,11/15/2022 17:42:09,4.67,,
586,11/15/2022 18:42:09,4.72,,
587,11/15/2022 19:42:09,4.67,,
588,11/15/2022 20:42:09,4.72,,
589,11/15/2022 21:42:09,4.72,,
590,11/15/2022 22:42:09,4.67,,
591,11/15/2022 23:42:09,4.67,,
592,11/16/2022 00:42:09,4.72,,
593,11/16/2022 01:42:09,4.63,,
594,11/16/2022 02:42:09,4.67,,
595,11/16/2022 03:42:09,4.67,,
596,11/16/2022 04:42:09,4.67,,
597,11/16/2022 05:42:09,4.67,,
598,11/16/2022 06:42:09,4.63,,
599,11/16/2022 07:42:09,4.63,,
600,11/16/2022 08:42:09,4.63,,
601,11/16/2022 09:42:09,4.63,,
602,11/16/2022 10:42:09,4.63,,
603,11/16/2022 11:42:09,4.63,,
604,11/16/2022 12:42:09,4.63,,
605,11/16/2022 13:42:09,4.63,,
606,11/16/2022 14:42:09,4.63,,
607,11/16/2022 15:42:09,4.63,,
608,11/16/2022 16:42:09,4.63,,
609,11/16/2022 17:42:09,4.59,,
610,11/16/2022 18:42:09,4.59,,
611,11/16/2022 19:42:09,4.59,,
612,11/16/2022 20:42:09,4.59,,
613,11/16/2022 21:42:09,4.59,,
614,11/16/2022 22:42:09,4.59,,
615,11/16/2022 23:42:09,4.59,,
616,11/17/2022 00:42:09,4.59,,
617,11/17/2022 01:42:09,4.54,,
618,11/17/2022 02:42:09,4.54,,
619,11/17/2022 03:42:09,4.50,,
620,11/17/2022 04:42:09,4.54,,
621,11/17/2022 05:42:09,4.54,,
622,11/17/2022 06:42:09,4.50,,
623,11/17/2022 07:42:09,4.54,,
624,11/17/2022 08:42:09,4.50,,
625,11/17/2022 09:42:09,4.46,,
626,11/17/2022 10:42:09,4.46,,
627,11/17/2022 11:42:09,4.46,,
628,11/17/2022 12:42:09,4.46,,
629,11/17/2022 13:42:09,4.42,,
630,11/17/2022 14:42:09,4.42,,
631,11/17/2022 15:42:09,4.42,,
632,11/17/2022 16:42:09,4.37,,
633,11/17/2022 17:42:09,4.42,,
634,11/17/2022 18:42:09,4.37,,
635,11/17/2022 19:42:09,4.37,,
636,11/17/2022 20:42:09,4.37,,
637,11/17/2022 21:42:09,4.33,,
638,11/17/2022 22:42:09,4.33,,
639,11/17/2022 23:42:09,4.33,,
640,11/18/2022 00:42:09,4.33,,
641,11/18/2022 01:42:09,4.29,,
642,11/18/2022 02:42:09,4.29,,
643,11/18/2022 03:42:09,4.29,,
644,11/18/2022 04:42:09,4.24,,
645,11/18/2022 05:42:09,4.29,,
646,11/18/2022 06:42:09,4.20,,
647,11/18/2022 07:42:09,4.24,,
648,11/18/2022 08:42:09,4.20,,
649,11/18/2022 09:42:09,4.20,,
650,11/18/2022 10:42:09,4.16,,
651,11/18/2022 11:42:09,4.20,,
652,11/18/2022 12:42:09,4.20,,
653,11/18/2022 13:42:09,4.16,,
654,11/18/2022 14:42:09,4.16,,
655,11/18/2022 15:42:09,4.16,,
656,11/18/2022 16:42:09,4.16,,
657,11/18/2022 17:42:09,4.12,,
658,11/18/2022 18:42:09,4.12,,
659,11/18/2022 19:42:09,4.12,,
660,11/18/2022 20:42:09,4.12,,
661,11/18/2022 21:42:09,4.07,,
662,11/18/2022 22:42:09,4.03,,
